Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
6-August-2001,112.50,119.50,109.00,110.20,113.488823203399224090,21652,543,2457260.00,,,10.50,-2.30
3-August-2001,110.40,119.75,108.00,113.60,113.987693336169436932,32909,684,3751221.00,,,11.75,3.20
3-August-2001,116.00,116.00,116.00,116.00,116.000000000000000000,100,1,11600.00,,,0.00,0.00
2-August-2001,97.05,109.50,97.00,108.95,105.287849987156434626,19465,385,2049428.00,,,12.50,11.90
1-August-2001,97.90,98.95,97.00,97.10,97.726283048211508553,2572,79,251352.00,,,1.95,-0.80
31-July-2001,98.95,98.95,96.00,97.45,96.758075601374570446,2910,86,281566.00,,,2.95,-1.50
30-July-2001,102.00,103.00,95.50,97.90,98.706514586532134239,9118,205,900006.00,,,7.50,-4.10
27-July-2001,89.90,101.95,87.30,99.55,93.237529691211401425,10525,207,981325.00,,,14.65,9.65
26-July-2001,83.55,92.00,83.55,88.15,88.460988683740321620,16790,339,1485260.00,,,8.45,4.60
25-July-2001,83.05,84.80,81.20,82.80,83.303900234348844994,11948,317,995315.00,,,3.60,-0.25
24-July-2001,91.50,91.50,82.90,86.65,85.967540086038326163,7671,217,659457.00,,,8.60,-4.85
20-July-2001,103.00,103.90,97.10,98.60,100.131944444444444444,13392,264,1340967.00,,,6.80,-4.40
19-July-2001,105.00,105.00,103.50,103.95,103.974010731052984574,5964,174,620101.00,,,1.50,-1.05
18-July-2001,105.90,107.00,105.25,105.60,105.719072164948453608,3880,64,410190.00,,,1.75,-0.30
17-July-2001,106.55,106.60,104.10,105.00,105.048349056603773584,4240,92,445405.00,,,2.50,-1.55
16-July-2001,107.75,107.95,105.60,106.40,106.490112787461549729,6827,115,727008.00,,,2.35,-1.35
13-July-2001,110.90,112.00,104.20,105.35,108.547721722865901179,19247,345,2089218.00,,,7.80,-5.55
12-July-2001,104.80,110.00,104.00,108.60,107.260628379638262166,21452,407,2300955.00,,,6.00,3.80
11-July-2001,104.00,104.50,103.05,103.45,103.740255876227313299,6722,126,697342.00,,,1.45,-0.55
10-July-2001,104.90,106.80,104.00,104.55,105.164784756527875793,8502,215,894111.00,,,2.80,-0.35
9-July-2001,112.00,112.00,101.50,104.25,104.346699172387245781,15587,396,1626452.00,,,10.50,-7.75
6-July-2001,114.10,114.10,107.50,110.05,110.957024517707233001,17987,545,1995784.00,,,6.60,-4.05
5-July-2001,116.50,117.95,113.45,116.10,116.035779481562614092,10956,298,1271288.00,,,4.50,-0.40
4-July-2001,116.00,116.00,116.00,116.00,116.000000000000000000,20,1,2320.00,,,0.00,0.00
4-July-2001,112.50,120.00,112.50,115.45,116.363166164724368207,15274,432,1777331.00,,,7.50,2.95
3-July-2001,120.00,120.00,110.75,114.60,114.339781591263650546,28845,718,3298131.00,,,9.25,-5.40
3-July-2001,111.50,114.40,111.40,114.40,111.760000000000000000,225,4,25146.00,,,3.00,2.90
2-July-2001,120.25,123.25,114.00,121.10,119.782811851031427384,28892,613,3460765.00,,,9.25,0.85
29-June-2001,99.00,112.50,95.95,111.35,104.691919531723070712,29726,574,3112072.00,,,16.55,12.35
28-June-2001,99.00,103.00,95.70,97.65,97.938172043010752688,2976,127,291464.00,,,7.30,-1.35
27-June-2001,104.50,105.90,95.00,98.85,100.981026418077607220,15179,309,1532791.00,,,10.90,-5.65
26-June-2001,82.95,97.30,80.00,97.30,94.797214756902027852,20465,433,1940025.00,,,17.30,14.35
25-June-2001,91.00,93.00,82.50,83.90,89.538367695498353055,8197,199,733946.00,,,10.50,-7.10
22-June-2001,104.55,107.40,93.25,95.95,98.530814412203033225,22814,429,2247882.00,,,14.15,-8.60
21-June-2001,108.70,111.35,104.60,105.10,107.290619935170178282,9872,242,1059173.00,,,6.75,-3.60
20-June-2001,110.00,113.50,106.50,109.10,109.853240799694384311,15706,393,1725355.00,,,7.00,-0.90
19-June-2001,110.70,115.95,108.00,111.40,112.577824513154435704,49451,823,5567086.00,,,7.95,0.70
18-June-2001,109.40,112.00,101.00,110.75,108.030119383942404082,21946,443,2370829.00,,,11.00,1.35
15-June-2001,105.15,116.90,103.05,107.85,109.588446758398413288,16134,409,1768100.00,,,13.85,2.70
14-June-2001,117.55,119.90,110.60,110.65,114.176737267124743217,14117,388,1611833.00,,,9.30,-6.90
13-June-2001,113.05,124.35,113.05,120.20,120.721713558721087867,47947,659,5788244.00,,,11.30,7.15
12-June-2001,110.00,116.50,106.25,115.15,113.440985732814526588,30840,693,3498520.00,,,10.25,5.15
11-June-2001,102.50,111.20,98.15,109.30,106.195253400863608324,30801,518,3270920.00,,,13.05,6.80
8-June-2001,98.00,104.95,97.55,103.25,101.231094212082805238,9468,188,958456.00,,,7.40,5.25
7-June-2001,99.10,100.50,92.25,97.20,95.632412729566802187,7133,160,682146.00,,,8.25,-1.90
6-June-2001,102.50,103.05,100.00,100.25,101.785685778901157376,7517,128,765123.00,,,3.05,-2.25
5-June-2001,92.50,105.20,92.50,95.60,99.117008669618910996,16033,392,1589143.00,,,12.70,3.10
4-June-2001,113.90,114.00,99.45,99.50,103.359695817490494296,10520,213,1087344.00,,,14.55,-14.40
1-June-2001,114.00,116.00,107.45,108.05,110.614092585006145022,7323,182,810027.00,,,8.55,-5.95
31-May-2001,103.50,114.90,102.80,113.75,107.573597844722018123,8166,195,878446.00,,,12.10,10.25
30-May-2001,121.50,121.50,111.65,111.70,115.795226130653266331,8756,232,1013903.00,,,9.85,-9.80
29-May-2001,125.00,126.50,120.20,121.35,123.387183477153769981,14138,285,1744448.00,,,6.30,-3.65
28-May-2001,129.00,129.00,123.50,125.55,125.430191246503892962,13229,312,1659316.00,,,5.50,-3.45
25-May-2001,123.05,126.50,120.65,124.40,123.884317104696251615,13926,367,1725213.00,,,5.85,1.35
24-May-2001,131.00,131.00,120.10,121.15,124.191671141922569936,20483,418,2543818.00,,,10.90,-9.85
23-May-2001,132.00,135.90,127.55,130.30,132.180135534525479893,33497,603,4427638.00,,,8.35,-1.70
22-May-2001,121.10,132.95,121.00,130.95,127.875246432756600261,72535,991,9275431.00,,,11.95,9.85
21-May-2001,112.00,123.70,111.15,119.90,118.115690122418465563,21402,423,2527912.00,,,12.55,7.90
18-May-2001,109.10,112.00,107.50,109.70,109.252383474576271186,7552,193,825074.00,,,4.50,0.60
17-May-2001,118.00,118.00,107.00,110.00,111.302778875279863031,7593,238,845122.00,,,11.00,-8.00
16-May-2001,115.90,123.00,110.00,111.55,116.689565946280841138,27439,590,3201845.00,,,13.00,-4.35
15-May-2001,87.00,108.65,86.25,108.65,97.837224345780652749,17005,316,1663722.00,,,22.40,21.65
14-May-2001,100.20,100.20,93.70,93.70,96.006418918918918918,2960,117,284179.00,,,6.50,-6.50
11-May-2001,102.00,104.75,97.35,101.80,101.023783185840707964,12656,404,1278557.00,,,7.40,-0.20
10-May-2001,113.00,113.95,99.00,104.10,104.374584555229716520,15345,376,1601628.00,,,14.95,-8.90
9-May-2001,109.35,120.85,109.00,113.90,115.606571487934463209,67382,933,7789802.00,,,11.85,4.55
8-May-2001,92.50,104.20,91.55,104.20,100.989019261720575255,38522,479,3890299.00,,,12.65,11.70
7-May-2001,81.00,91.50,81.00,89.85,86.827563070316693505,7452,115,647039.00,,,10.50,8.85
4-May-2001,80.00,85.00,78.70,80.25,80.854454203262233375,1594,69,128882.00,,,6.30,0.25
3-May-2001,81.25,81.25,79.50,80.90,80.824945295404814004,3199,61,258559.00,,,1.75,-0.35
2-May-2001,77.90,85.80,77.90,80.05,80.976000000000000000,7375,191,597198.00,,,7.90,2.15
30-April-2001,75.90,78.75,72.50,76.80,74.972987429794062583,7478,169,560648.00,,,6.25,0.90
27-April-2001,74.85,75.00,69.50,71.00,73.097473915431081823,3642,114,266221.00,,,5.50,-3.85
26-April-2001,79.00,82.00,75.00,81.35,78.757609921082299887,5322,187,419148.00,,,7.00,2.35
25-April-2001,75.00,83.90,75.00,79.10,79.981054365733113673,7284,135,582582.00,,,8.90,4.10
24-April-2001,68.00,76.80,68.00,76.35,72.712320749195200468,6834,124,496916.00,,,8.80,8.35
23-April-2001,72.10,74.00,69.85,71.25,71.807574206755373592,11724,197,841872.00,,,4.15,-0.85
20-April-2001,70.55,75.00,68.50,71.80,71.633297562471255557,6523,166,467264.00,,,6.50,1.25
19-April-2001,77.00,77.05,70.25,73.20,74.974168370191414235,5381,82,403436.00,,,6.80,-3.80
18-April-2001,67.00,72.00,67.00,71.35,69.630889322553666016,7174,73,499532.00,,,5.00,4.35
17-April-2001,59.50,65.30,58.10,64.40,63.481626653601175894,4082,119,259132.00,,,7.20,4.90
16-April-2001,55.50,62.25,55.50,62.20,56.051785714285714285,10080,66,565002.00,,,6.75,6.70
12-April-2001,58.00,58.00,54.00,54.00,56.200564971751412429,2124,91,119370.00,,,4.00,-4.00
11-April-2001,70.70,70.70,61.65,62.35,64.030099009900990099,2525,65,161676.00,,,9.05,-8.35
10-April-2001,66.00,67.00,66.00,67.00,66.449600000000000000,625,11,41531.00,,,1.00,1.00
9-April-2001,65.70,69.35,64.90,69.35,66.538181818181818181,550,10,36596.00,,,4.45,3.65
6-April-2001,69.90,72.00,68.10,69.60,69.850095785440613026,4176,80,291694.00,,,3.90,-0.30
4-April-2001,63.15,66.00,63.00,65.30,64.430091185410334346,658,25,42395.00,,,3.00,2.15
3-April-2001,63.00,67.00,61.00,66.90,64.940836940836940836,3465,79,225020.00,,,6.00,3.90
2-April-2001,63.90,66.00,57.90,63.55,60.828537170263788968,834,37,50731.00,,,8.10,-0.35
30-March-2001,67.10,70.00,66.20,66.95,68.254214559386973180,5220,145,356287.00,,,3.80,-0.15
29-March-2001,70.00,71.65,69.00,71.00,70.246616541353383458,1330,33,93428.00,,,2.65,1.00
28-March-2001,74.60,77.50,71.00,71.30,75.172579938677179150,9132,226,686476.00,,,6.50,-3.30
27-March-2001,71.15,72.75,70.00,71.80,71.729188481675392670,15280,310,1096022.00,,,2.75,0.65
26-March-2001,76.90,76.95,70.40,70.45,71.677537796976241900,4630,140,331867.00,,,6.55,-6.45
23-March-2001,86.30,88.00,74.30,76.50,81.711629518420140893,8659,214,707541.00,,,13.70,-9.80
22-March-2001,93.95,93.95,88.05,88.40,89.729454545454545454,2750,79,246756.00,,,5.90,-5.55
21-March-2001,88.00,94.80,85.00,94.25,89.989746682750301568,1658,33,149203.00,,,9.80,6.25
20-March-2001,91.00,93.00,87.05,90.00,90.054854854854854854,4995,122,449824.00,,,5.95,-1.00
19-March-2001,98.10,98.25,92.00,93.50,93.071348314606741573,1780,60,165667.00,,,6.25,-4.60
16-March-2001,103.00,106.50,92.00,92.05,99.643764942745690197,7947,133,791869.00,,,14.50,-10.95
15-March-2001,99.70,107.00,88.00,99.10,98.774523923827812449,6249,87,617242.00,,,19.00,-0.60
14-March-2001,79.60,92.50,79.60,92.50,86.192905866302864938,3665,114,315897.00,,,12.90,12.90
13-March-2001,85.85,100.75,78.40,80.00,86.068347010550996483,8530,135,734163.00,,,22.35,-5.85
12-March-2001,97.00,102.00,93.30,93.30,96.298859315589353612,3945,79,379899.00,,,8.70,-3.70
9-March-2001,110.10,110.10,98.10,101.40,102.586762589928057553,3475,96,356489.00,,,12.00,-8.70
8-March-2001,118.00,120.50,113.00,114.00,114.385557612875658738,7021,162,803101.00,,,7.50,-4.00
7-March-2001,105.00,119.65,105.00,119.00,115.610812381921232379,6881,136,795518.00,,,14.65,14.00
5-March-2001,122.00,133.40,108.35,109.75,118.604660615092805852,14762,261,1750842.00,,,25.05,-12.25
2-March-2001,141.30,141.30,125.25,127.10,131.998064961990324809,7235,223,955006.00,,,16.05,-14.20
1-March-2001,151.85,155.00,141.10,145.50,149.941536695053104966,10451,144,1567039.00,,,13.90,-6.35
28-February-2001,125.00,149.00,122.10,145.65,138.074393634359121848,10431,191,1440254.00,,,26.90,20.65
27-February-2001,148.00,149.00,126.50,130.95,136.616187828236021007,16185,165,2211133.00,,,22.50,-17.05
26-February-2001,145.00,150.65,145.00,149.05,148.373640167364016736,4780,66,709226.00,,,5.65,4.05
23-February-2001,150.25,154.75,145.00,145.15,150.697153284671532846,13700,238,2064551.00,,,9.75,-5.10
22-February-2001,159.35,159.35,149.10,155.00,153.645755919854280510,13725,189,2108788.00,,,10.25,-4.35
21-February-2001,164.25,165.00,159.50,159.55,162.011872146118721461,6570,183,1064418.00,,,5.50,-4.70
20-February-2001,165.00,178.75,165.00,168.55,172.024849143585322888,26681,463,4589795.00,,,13.75,3.55
19-February-2001,162.00,165.90,157.00,159.80,161.041619691845170988,10644,185,1714127.00,,,8.90,-2.20
16-February-2001,176.50,180.00,164.00,164.45,170.699498700334199777,10772,202,1838775.00,,,16.00,-12.05
15-February-2001,172.95,185.00,169.25,177.75,178.412545699441985761,10394,204,1854420.00,,,15.75,4.80
14-February-2001,159.00,168.00,157.40,166.00,163.116212426071581001,16401,254,2675269.00,,,10.60,7.00
13-February-2001,142.00,161.00,140.25,158.25,155.976887757070648609,25917,422,4042453.00,,,20.75,16.25
12-February-2001,150.35,151.70,146.60,149.60,149.037218659625298629,7953,136,1185293.00,,,5.10,-0.75
9-February-2001,156.85,157.00,140.00,143.75,150.383249821045096635,13970,221,2100854.00,,,17.00,-13.10
8-February-2001,152.10,159.00,152.10,158.90,157.645145976738666033,8426,123,1328318.00,,,6.90,6.80
7-February-2001,156.00,158.50,156.00,157.00,157.384318455971049457,4145,77,652358.00,,,2.50,1.00
6-February-2001,157.00,161.00,156.00,156.80,158.504139510304738418,17031,268,2699484.00,,,5.00,-0.20
5-February-2001,168.50,168.50,156.00,159.00,159.470630775411811972,12445,189,1984612.00,,,12.50,-9.50
2-February-2001,162.00,169.00,162.00,162.25,165.360857432775240994,15768,248,2607410.00,,,7.00,0.25
1-February-2001,165.00,168.95,164.10,166.70,166.873849485652409312,5541,117,924648.00,,,4.85,1.70
31-January-2001,176.00,178.45,169.50,170.15,174.880991103032622213,10453,254,1828031.00,,,8.95,-5.85
30-January-2001,184.80,184.80,173.50,175.90,177.663367192565377134,23135,397,4110242.00,,,11.30,-8.90
29-January-2001,179.90,180.00,168.10,173.40,175.841357128034862004,9638,163,1694759.00,,,11.90,-6.50
25-January-2001,198.80,206.00,185.00,187.00,192.150729523920246468,17203,251,3305569.00,,,21.00,-11.80
24-January-2001,196.00,201.50,193.10,196.30,197.291134520369161927,21454,335,4232684.00,,,8.40,0.30
23-January-2001,195.15,195.15,185.55,191.55,190.641690609405716013,13226,241,2521427.00,,,9.60,-3.60
22-January-2001,190.85,198.35,190.85,195.95,195.699090098126672613,28025,373,5484467.00,,,7.50,5.10
19-January-2001,178.00,187.00,175.00,183.70,181.166666666666666666,14976,225,2713152.00,,,12.00,5.70
18-January-2001,166.90,174.00,165.05,169.60,170.299006132374709240,4729,79,805344.00,,,8.95,2.70
17-January-2001,164.90,168.00,162.50,164.25,165.219459459459459459,3700,91,611312.00,,,5.50,-0.65
16-January-2001,168.55,170.50,160.30,163.30,166.858050462878925394,5509,70,919221.00,,,10.20,-5.25
15-January-2001,179.00,179.00,166.00,169.00,168.888796582008070258,8426,89,1423057.00,,,13.00,-10.00
12-January-2001,172.95,173.50,166.05,167.80,170.317489287414696079,12602,177,2146341.00,,,7.45,-5.15
11-January-2001,173.00,175.90,170.25,171.95,173.102091020910209102,4065,79,703660.00,,,5.65,-1.05
10-January-2001,176.20,178.00,172.00,173.00,175.484080571799870045,3078,82,540140.00,,,6.00,-3.20
9-January-2001,176.00,179.50,173.00,174.45,175.978599570200573065,11168,229,1965329.00,,,6.50,-1.55
8-January-2001,183.00,183.90,173.00,175.00,178.436519979767324228,9885,148,1763845.00,,,10.90,-8.00
5-January-2001,180.60,190.00,180.60,187.55,186.462269669494004094,6838,148,1275029.00,,,9.40,6.95
4-January-2001,185.85,186.40,181.10,183.25,184.416279584162795841,9042,114,1667492.00,,,5.30,-2.60
3-January-2001,169.00,176.00,169.00,172.10,172.205702647657841140,4910,82,845530.00,,,7.00,3.10
2-January-2001,179.50,180.00,174.00,177.80,176.392501819946614899,8242,173,1453827.00,,,6.00,-1.70
1-January-2001,181.60,184.50,178.05,179.40,182.032628556512659879,7662,112,1394734.00,,,6.45,-2.20
29-December-2000,176.25,182.90,176.25,180.50,179.680810028929604628,6222,116,1117974.00,,,6.65,4.25
28-December-2000,180.20,182.00,175.65,178.20,179.280844834797156001,4782,88,857321.00,,,6.35,-2.00
27-December-2000,175.90,185.00,175.90,179.70,180.282395398669222961,8867,212,1598564.00,,,9.10,3.80
26-December-2000,184.90,184.90,170.00,173.75,176.473535177521237203,22955,372,4050950.00,,,14.90,-11.15
22-December-2000,201.20,203.95,175.00,181.25,191.166624148110353875,27439,463,5245421.00,,,28.95,-19.95
21-December-2000,195.00,202.75,194.00,200.65,199.300799200799200799,10010,207,1995001.00,,,8.75,5.65
20-December-2000,201.00,208.00,201.00,205.50,204.799429657794676806,7364,146,1508143.00,,,7.00,4.50
19-December-2000,214.70,216.00,204.00,207.25,210.361661088103477619,35254,559,7416090.00,,,12.00,-7.45
18-December-2000,208.00,217.00,205.00,214.80,211.747870326549929010,16904,333,3579386.00,,,12.00,6.80
15-December-2000,229.90,231.00,214.15,214.15,222.406081216243248649,14997,303,3335424.00,,,16.85,-15.75
14-December-2000,244.00,244.00,231.00,232.75,237.231712658782303985,11415,261,2708000.00,,,13.00,-11.25
13-December-2000,228.00,247.00,228.00,242.85,239.570215214639198987,43445,683,10408128.00,,,19.00,14.85
12-December-2000,234.85,238.00,227.00,228.35,232.516309226932668329,30075,508,6992928.00,,,11.00,-6.50
11-December-2000,232.00,236.00,230.00,231.30,231.985262163438828530,21170,384,4911128.00,,,6.00,-0.70
8-December-2000,226.05,238.00,226.00,230.00,231.040885102053792840,15727,296,3633580.00,,,12.00,3.95
7-December-2000,232.00,239.00,229.15,230.05,232.099350046425255338,5385,93,1249855.00,,,9.85,-1.95
6-December-2000,237.00,245.00,234.00,235.95,239.856881592378359986,47024,623,11279030.00,,,11.00,-1.05
5-December-2000,213.90,228.00,212.00,227.70,223.138584645517099193,77606,797,17316893.00,,,16.00,13.80
4-December-2000,216.00,222.75,209.00,210.00,213.852118305355715427,25020,331,5350580.00,,,13.75,-6.00
1-December-2000,209.00,217.00,209.00,213.00,213.704553722014616885,30239,485,6462212.00,,,8.00,4.00
30-November-2000,217.10,221.00,215.00,217.60,216.714159682399647110,6801,133,1473873.00,,,6.00,0.50
29-November-2000,216.00,223.00,212.25,218.30,219.057921834776503627,8546,176,1872069.00,,,10.75,2.30
28-November-2000,230.00,232.00,216.05,218.05,223.129557731262660364,35544,667,7930917.00,,,15.95,-11.95
27-November-2000,230.00,233.50,228.50,230.10,231.194325363503778671,22627,447,5231234.00,,,5.00,0.10
24-November-2000,233.00,234.00,223.00,224.50,227.268519304200254560,47140,804,10713438.00,,,11.00,-8.50
23-November-2000,230.50,237.90,229.50,231.55,232.714699231117141564,11055,277,2572661.00,,,8.40,1.05
22-November-2000,244.00,249.00,237.00,238.45,243.456550275662903649,30472,616,7418608.00,,,12.00,-5.55
21-November-2000,231.00,255.00,231.00,241.25,243.606201975850713501,69236,1000,16866319.00,,,24.00,10.25
20-November-2000,266.00,273.00,244.00,245.40,260.363672734546909381,74985,1160,19523370.00,,,29.00,-20.60
17-November-2000,225.00,265.00,225.00,259.70,246.952820476410238205,28169,533,6956414.00,,,40.00,34.70
16-November-2000,224.95,234.50,219.00,229.85,227.827262564628068377,42938,592,9782447.00,,,15.50,4.90
15-November-2000,209.00,223.95,205.10,214.30,215.878897276009189366,63987,758,13813443.00,,,18.85,5.30
14-November-2000,194.90,207.00,193.10,203.50,200.981601179338889833,35274,568,7089425.00,,,13.90,8.60
13-November-2000,214.00,215.00,192.55,193.95,203.555078683834048640,18873,354,3841695.00,,,22.45,-20.05
10-November-2000,196.00,218.00,196.00,215.90,212.170450852022101499,21537,327,4569515.00,,,22.00,19.90
9-November-2000,201.00,203.15,197.00,200.50,200.797349251315256980,9884,242,1984681.00,,,6.15,-0.50
8-November-2000,190.50,211.00,190.50,202.65,202.206283824413710162,33260,680,6725381.00,,,20.50,12.15
7-November-2000,179.00,195.25,179.00,189.85,188.417647058823529411,27540,545,5189022.00,,,16.25,10.85
6-November-2000,200.00,208.00,179.55,180.80,194.548704852243706676,16446,418,3199548.00,,,28.45,-19.20
3-November-2000,200.00,201.00,193.35,195.15,197.818573119552351232,9293,333,1838328.00,,,7.65,-4.85
2-November-2000,199.80,199.80,192.00,196.00,194.143071535767883941,1999,46,388092.00,,,7.80,-3.80
1-November-2000,200.00,205.00,198.00,199.80,200.773692191053828658,7914,286,1588923.00,,,7.00,-0.20
31-October-2000,199.50,199.50,190.00,190.90,192.784701754385964912,7125,234,1373591.00,,,9.50,-8.60
30-October-2000,213.00,214.00,202.00,204.70,208.440301886792452830,6625,205,1380917.00,,,12.00,-8.30
27-October-2000,219.00,220.00,210.00,214.50,214.884899414311179017,3927,117,843853.00,,,10.00,-4.50
26-October-2000,212.00,216.00,212.00,214.20,214.286600496277915632,806,29,172715.00,,,4.00,2.20
25-October-2000,203.00,216.85,200.10,212.85,210.026681000781860828,10232,127,2148993.00,,,16.75,9.85
24-October-2000,204.50,209.95,194.00,198.10,203.011138112596192790,4938,138,1002469.00,,,15.95,-6.40
23-October-2000,215.00,215.00,200.00,200.00,204.422321428571428571,1120,31,228953.00,,,15.00,-15.00
20-October-2000,224.95,232.00,215.00,216.35,220.656117397454031117,5656,203,1248031.00,,,17.00,-8.60
19-October-2000,196.00,222.90,196.00,215.90,212.255300859598853868,3490,92,740771.00,,,26.90,19.90
18-October-2000,194.00,209.75,194.00,202.85,201.963244353182751540,4870,185,983561.00,,,15.75,8.85
17-October-2000,222.00,226.00,196.00,203.25,207.810963455149501661,9030,288,1876533.00,,,30.00,-18.75
16-October-2000,271.20,271.20,232.00,233.00,258.779818519733245872,9147,178,2367059.00,,,39.20,-38.20
13-October-2000,258.00,262.75,248.20,251.15,255.088725300271212708,2581,99,658384.00,,,14.55,-6.85
12-October-2000,265.10,281.00,265.10,269.75,270.110559006211180124,2415,83,652317.00,,,15.90,4.65
11-October-2000,274.95,278.00,263.45,278.00,270.493551160791057609,1163,41,314584.00,,,14.55,3.05
10-October-2000,304.00,304.00,278.10,284.00,290.825152390118703881,3117,108,906502.00,,,25.90,-20.00
9-October-2000,306.00,309.00,299.00,299.80,303.510447761194029850,1675,58,508380.00,,,10.00,-6.20
6-October-2000,302.00,307.00,302.00,305.05,304.148188803512623490,911,48,277079.00,,,5.00,3.05
5-October-2000,314.00,315.00,305.10,305.15,310.061439706556625401,2181,80,676244.00,,,9.90,-8.85
4-October-2000,309.90,315.00,303.95,311.85,308.946695095948827292,2814,115,869376.00,,,11.05,1.95
3-October-2000,300.00,309.00,298.20,301.30,302.204479242534595775,5492,205,1659707.00,,,10.80,1.30
29-September-2000,312.00,312.00,296.00,301.00,304.987113402061855670,3492,134,1065015.00,,,16.00,-11.00
28-September-2000,323.00,324.00,312.00,312.00,318.265695067264573991,892,48,283893.00,,,12.00,-11.00
27-September-2000,295.00,329.95,295.00,323.05,316.989102108505093579,4221,196,1338011.00,,,34.95,28.05
26-September-2000,325.20,325.20,294.00,300.00,308.739238927011852776,3206,102,989818.00,,,31.20,-25.20
25-September-2000,329.00,337.75,327.00,334.55,332.263824884792626728,2604,80,865215.00,,,10.75,5.55
22-September-2000,321.00,326.50,312.05,313.95,318.341871584699453551,2928,104,932105.00,,,14.45,-7.05
21-September-2000,345.00,345.00,332.80,334.00,338.598113207547169811,530,27,179457.00,,,12.20,-11.00
20-September-2000,340.00,359.50,330.00,350.45,338.470206728820429671,2467,107,835006.00,,,29.50,10.45
19-September-2000,325.95,354.00,310.10,319.00,330.488081725312145289,4405,121,1455800.00,,,43.90,-6.95
18-September-2000,330.05,352.00,330.05,332.65,341.956363636363636363,1925,87,658266.00,,,21.95,2.60
15-September-2000,386.20,390.00,350.25,357.65,371.233594717292612463,7269,240,2698497.00,,,39.75,-28.55
14-September-2000,401.95,405.00,392.00,394.90,398.615384615384615384,2548,95,1015672.00,,,13.00,-7.05
13-September-2000,385.00,423.00,385.00,395.90,405.078625954198473282,5240,197,2122612.00,,,38.00,10.90
12-September-2000,400.00,406.00,386.85,393.25,399.348587498402147513,7823,297,3124104.00,,,19.15,-6.75
11-September-2000,444.40,448.00,418.50,420.45,432.783994650022291573,8972,229,3882938.00,,,29.50,-23.95
8-September-2000,439.00,440.00,410.00,415.60,428.774435084904398983,7479,267,3206804.00,,,30.00,-23.40
7-September-2000,418.00,444.00,415.00,428.65,435.051553205551883674,4539,105,1974699.00,,,29.00,10.65
6-September-2000,419.25,475.00,418.00,433.65,440.483786348160964447,17917,342,7892148.00,,,57.00,14.40
5-September-2000,370.00,424.00,361.00,418.65,397.309859154929577464,19880,520,7898520.00,,,63.00,48.65
4-September-2000,355.00,369.80,355.00,367.45,363.179993662194993134,9467,258,3438225.00,,,14.80,12.45
31-August-2000,342.00,350.00,338.00,341.75,343.922267679719462302,5133,132,1765353.00,,,12.00,-0.25
30-August-2000,358.50,372.65,346.10,347.70,356.702559576345984112,2266,84,808288.00,,,26.55,-10.80
29-August-2000,353.90,368.90,345.00,358.05,354.345181893918356012,3601,109,1275997.00,,,23.90,4.15
28-August-2000,349.00,358.00,339.90,345.10,345.364322165520301752,4507,84,1556557.00,,,18.10,-3.90
25-August-2000,340.00,343.95,328.05,338.90,336.037802907915993537,3095,97,1040037.00,,,15.90,-1.10
24-August-2000,328.00,335.00,320.00,335.00,329.417930125247198417,1517,54,499727.00,,,15.00,7.00
23-August-2000,353.95,353.95,320.00,322.75,329.076659528907922912,2335,54,768394.00,,,33.95,-31.20
22-August-2000,338.00,349.00,327.00,347.25,339.109000825763831544,3633,124,1231983.00,,,22.00,9.25
21-August-2000,317.50,331.50,310.00,324.75,319.219908291937332823,10468,232,3341594.00,,,21.50,7.25
18-August-2000,295.10,300.00,295.00,299.95,298.070175438596491228,285,9,84950.00,,,5.00,4.85
17-August-2000,299.50,302.00,296.25,298.95,300.543250688705234159,1815,61,545486.00,,,5.75,-0.55
16-August-2000,305.00,309.00,296.00,299.95,303.465065502183406113,2290,65,694935.00,,,13.00,-5.05
14-August-2000,294.00,300.00,291.10,300.00,297.263431542461005199,1731,30,514563.00,,,8.90,6.00
11-August-2000,290.00,300.00,281.00,297.95,293.710171568627450980,1632,33,479335.00,,,19.00,7.95
10-August-2000,300.00,302.00,295.00,295.35,298.156564019448946515,3085,101,919813.00,,,7.00,-4.65
9-August-2000,336.00,338.70,311.00,316.05,329.559104737070838765,4602,106,1516631.00,,,27.70,-19.95
8-August-2000,320.00,335.00,320.00,328.15,327.401238723576141106,7427,128,2431609.00,,,15.00,8.15
7-August-2000,325.00,344.90,310.00,315.85,333.327719821162444113,6710,74,2236629.00,,,34.90,-9.15
4-August-2000,349.90,349.90,325.70,325.70,331.916176470588235294,3400,33,1128515.00,,,24.20,-24.20
3-August-2000,362.00,364.00,351.05,354.00,356.502631578947368421,5700,55,2032065.00,,,12.95,-8.00
2-August-2000,404.00,405.00,375.00,379.50,389.719444444444444444,3600,35,1402990.00,,,30.00,-24.50
1-August-2000,379.00,401.75,372.00,400.10,390.713513513513513513,7400,72,2891280.00,,,29.75,21.10
31-July-2000,370.00,377.45,365.00,372.00,372.746875000000000000,1600,15,596395.00,,,12.45,2.00
28-July-2000,370.00,376.00,362.25,369.00,368.216666666666666666,600,6,220930.00,,,13.75,-1.00
27-July-2000,371.00,380.00,371.00,380.00,375.500000000000000000,200,2,75100.00,,,9.00,9.00
